1.2816,-4.1961,1.07,0.34901,0.0019103,0.20245,-0.26893,0.098079,-0.13155,-0.073975,0.065136,0.0075433
1.1524,-4.1987,1.0701,0.35463,-0.0098585,0.19826,-0.26872,0.094701,-0.12905,-0.073066,0.065978,0.0096381
-0.48255,-1.8588,1.1243,0.37537,0.33725,0.25507,-0.21237,-0.0050842,-0.04486,-0.13886,0.042962,-0.0048813
-0.57047,-1.8583,1.1267,0.37803,0.33624,0.25232,-0.21256,-0.0059278,-0.041539,-0.1386,0.044522,-0.0029185
-8.8219,-1.9274,0.24226,1.1041,-0.23253,-0.22641,-0.21599,0.053644,-0.2331,-0.10249,0.057846,0.044775
-8.7362,-1.9477,0.24038,1.1117,-0.22071,-0.23528,-0.21846,0.054449,-0.23533,-0.10109,0.060158,0.04578
-0.3328,-4.2388,1.0844,0.59858,-0.073228,0.26998,-0.37089,0.16408,-0.10337,-0.081766,0.057124,0.022497
-0.47667,-4.241,1.0811,0.60137,-0.082089,0.26947,-0.3687,0.16289,-0.10302,-0.081622,0.056387,0.023314
-13.842,-0.099402,0.0086176,1.016,-1.1949,0.28416,-0.3546,-0.030309,-0.0028693,-0.11899,0.016043,0.039065
-13.949,-0.11196,0.0059278,1.0195,-1.2048,0.28174,-0.35562,-0.032683,-0.00048295,-0.11887,0.016616,0.038955
-11.567,-0.71669,0.88535,1.0744,-0.62633,0.38948,-0.38958,0.022337,0.0056402,-0.20104,0.090368,0.069431
-11.679,-0.7317,0.88064,1.0749,-0.63477,0.38419,-0.38696,0.019724,0.0081931,-0.1998,0.091226,0.070002
-20.153,-0.20828,-0.22842,1.0792,-1.5444,0.21978,-0.35137,-0.11791,-0.01462,-0.15486,0.046874,0.031881
-20.191,-0.24634,-0.23318,1.0849,-1.5538,0.21559,-0.35079,-0.12038,-0.011932,-0.15463,0.047277,0.032759
4.2764,-1.3553,0.69567,-0.31921,1.0271,-0.20826,-0.25288,-0.16342,-0.073229,-0.16981,0.12623,-0.03038
4.3113,-1.352,0.7128,-0.33974,1.0489,-0.2114,-0.25085,-0.16446,-0.070713,-0.17084,0.12799,-0.030133
2.4356,1.5969,2.8759,-0.72804,1.2429,0.067881,-0.75351,-0.91908,0.078363,-0.09082,0.0059071,0.10371
2.5951,1.8114,3.0182,-0.82143,1.3659,0.066299,-0.77505,-0.94911,0.081405,-0.10457,0.011521,0.090896
1.8558,2.7839,1.4761,0.16243,1.2806,-0.13109,-0.46502,-0.47557,-0.14731,-0.065489,0.10834,0.024235
1.749,2.8034,1.4912,0.15139,1.2883,-0.13331,-0.467,-0.47971,-0.14581,-0.067111,0.11039,0.02316
-0.050078,-0.38527,0.88772,1.0312,1.1137,-0.32128,-0.40201,0.19945,-0.27329,-0.12731,0.14394,-0.069435
-0.062501,-0.37987,0.89513,1.0435,1.1181,-0.32334,-0.40268,0.20249,-0.27118,-0.12738,0.14586,-0.068701
-17.529,0.49652,-0.46151,0.87858,-1.4171,0.1769,-0.31478,-0.10403,0.00086412,-0.12842,0.021066,0.029925
-17.548,0.46954,-0.4593,0.88129,-1.4227,0.17505,-0.31553,-0.10559,0.001812,-0.12827,0.021578,0.030212
-6.2029,-1.8662,0.54213,1.0148,-0.2472,0.23512,-0.24618,0.074139,-0.058463,-0.11458,0.025955,0.022787
-6.3329,-1.8826,0.52811,1.0068,-0.26293,0.23048,-0.24505,0.07024,-0.05459,-0.11393,0.026417,0.023193
-0.45738,-0.64842,1.2438,0.47999,0.53012,0.18983,-0.33641,-0.078412,-0.092909,-0.1541,0.036953,-0.0069864
-0.64626,-0.64198,1.246,0.47856,0.52575,0.18877,-0.33187,-0.076982,-0.089936,-0.15345,0.037863,-0.0041372
6.7908,-0.098744,2.406,-0.17056,1.2102,0.25089,-0.76084,-0.79617,0.050405,-0.11309,-0.015912,0.11006
6.6394,-0.0068645,2.4436,-0.1938,1.2456,0.24478,-0.76604,-0.80822,0.051117,-0.11537,-0.012501,0.10944
5.4448,-2.4206,2.15,0.1151,0.87891,0.37875,-0.4427,-0.27438,0.032986,-0.10143,0.033173,-0.041623
5.3626,-2.3466,2.1642,0.1064,0.90568,0.37564,-0.44095,-0.27715,0.034062,-0.1002,0.036702,-0.03908
0.98979,-1.0054,-0.73833,1.7907,0.38453,-0.82287,-0.087751,0.13567,-0.15298,0.11007,-0.078798,0.039637
0.84972,-1.0351,-0.74237,1.7789,0.36791,-0.82185,-0.087494,0.13687,-0.14802,0.10823,-0.078187,0.039357
-10.247,1.378,0.66073,1.1509,-0.84748,0.24436,-0.26473,0.10853,-0.010346,-0.098107,0.016956,0.046059
-10.305,1.3404,0.6609,1.1526,-0.85674,0.24117,-0.264,0.10634,-0.0078276,-0.098131,0.01828,0.046219
-10.452,-0.13871,0.77995,1.2148,-0.70137,0.19722,-0.25795,0.025413,-0.074522,-0.1468,0.054089,0.049721
-10.534,-0.15535,0.7795,1.2183,-0.70953,0.19677,-0.25896,0.024409,-0.07282,-0.1463,0.054583,0.050732
